rec_id,depname,includes,altname,country,cntrycd,stprov,latitude,longitude,agemy,depage,oreton,cugrd,mogrd,augrd,aggrd,deptype,empldepth,dep5km10km,dep5km,dep_id,latdeg,latmin,latsec,londeg,lonmin,lonsec,rockdep,rockmap,rockmapdep,discdate,startdate,ore_a,ore_b,ore_area,alter_a,alter_b,alter_area,sulf_a,sulf_b,sulf_area,comments
321,Benkala,,,Kazakhstan,KAZN,,51.76666667,61.75,312,318?306,309,0.42,0.003,0.07,0,17,0,,18b,414,51,46,,61,45,,"breccia, andesite porphyry dike, gabbro-diabase dike, granite porphyry, lamprophyre, tonalite porphyry, skarn",,"andesite, andesite agglomerate, diorite, granite, granodiorite, mudstone, quartz diorite, rhyodacitic agglomerate, siltstone, tuffaceous sandstone",1960s,,0,0,0,1.2,0.7,0.66,0,0,0,Ore contains Re <0.01 to 0.06 ppm. 100% of the deposit area is covered by Mezozoic-Cenozoic sediments.
322,Besshoky,,,Kazakhstan,KAZN,,48.22666667,76.27222222,310,Middle-Late Carboniferous,,0,0,0,0,17,0,,,428,48,13,36,76,16,20,"granodiorite porphyry, quartz diorite porphyry",rhyolite,"andesite, andesitic dacite,  granodiorite, dacite, sandstone, siltstone, tuff",,,0,0,0,2,1.35,2.1,0,0,0,Resource: 138 Mt at 0.52% Cu and 0.002% Mo. Exposed.
323,Borly,,,Kazakhstan,KAZN,,47.50194444,74.08333333,329,329,94.4,0.34,0.011,0.3,3.4,17,0,"17, 22c",,419,47,30,7,74,5,,"breccia, diabase porphyry dike, granite porphyry, monzonite porphyry dike",,"andesite, dacite, diorite porphyry, granodiorite, granodiorite porphyry, granosyenite porphyry, quartz diorite, rhyodacite tuff, rhyolite porphyry, rhyolite tuff, trachydacite",,,0,0,0,0,0,0,0,0,0,Exposed.
324,Boshchekul,,Bozshakol,Kazakhstan,KAZN,,51.81666667,74.18333333,479,481?477,1000,0.67,0.0023,0.049,1.61,17,0,,,420,51,49,,74,11,,"breccia, diorite porphyry, granodiorite porphyry, syenite porphyry, tonalite porphyry","conglomerate, gabbro, quartzite, rhyolite","andesite porphyry, andesitic tuff, diabase, limestone, sandstone, siltstone, spilite, trachyandesite porphyry, trachydacite porphyry",1930,1970,3,0.5,1.2,6.3,1.5,7.4,0,0,0,"Resource above by Mutschler and others (2000); reserve 176.2 mt at 0.72% Cu, 0.014% Mo, 0.28 g/t Au, 9.06 g/t Ag by Kudryavtsev (1996). 0.59?1.04 g/t Pt, 0.28?0.37 g/t Pd in concentrate; 230 to 1,500 ppm (average 882 ppm) Re in molybdenite.  Exposed."
325,Chatyrkul,,,Kazakhstan,KAZN,,43.62027778,74.26111111,400.5,446?355,90.7,0.6,0,0,0,17,0,,,421,43,37,13,74,15,40,,diorite,"granite, granodiorite, schist, greenschist",,,0,0,0,0,0,0,0,0,0,
326,Karatas,,,Kazakhstan,KAZN,,46.65,73.63333333,310,Middle?Late Carboniferous,29,0.44,0.024,0,0,17,0,17,18b,418,46,39,,73,38,,skarn,"gabbro, syenite","amphibolite, dacite, dolomite, granite, granodiorite, limestone, plagiogranite, rhyolite, sandstone",,,0,0,0,0,0,0,0,0,0,"Reserve (mostly skarn): 29 Mt at 0.44% Cu and 0.024% Mo. Reserves also calculated for Ag, Se, Te, Re, In, and Co. Exposed."
327,Kazkyrmyskoye,Vostok,Kaskyrmys,Kazakhstan,KAZN,,45.48333333,74.28333333,375,Middle-Late Devonian?,375,0.41,0.007,0.059,0.79,17,0,,22c,422,45,29,,74,17,,"breccia, granite porphyry, granodiorite porphyry, granosyenite",,"andesite, dacite, diabase, diorite, diorite porphyry, granite, gritstone, sandstone, shale, trachyandesite, trachyrhyodacite, tuff,",1987,,0,0,0,2.5,1.5,2.9,0,0,0,100% of the deposit area is covered by thick Tertiary clay.
328,Kenkuduk,Kaskyrkazgan,,Kazakhstan,KAZN,,47.38333333,75.23333333,293.5,310?277,23.7,0.34,0.017,0,0,17,0,17,"17, 18b",425,47,23,,75,14,,"breccia, diabase dike, diorite porphyry dike, granite porphyry, granodiorite porphyry",,"diorite, granite, granodiorite, schist",,,0,0,0,0,0,0,0,0,0,?1.8 g/t Ag. Exposed.
329,Kepcham,,,Kazakhstan,KAZN,,47.5,75.1,0,,35.8,0.34,0.018,0,0,17,0,,17,424,47,30,,75,6,,"granite porphyry, granodiorite porphyry",,"diorite, granite, granodiorite, schist",,,0,0,0,0,0,0,0,0,0,
330,Koksai,,Koksaiy,Kazakhstan,KAZN,,44.45,78.43333333,422,464?380,320,0.55,0.049,0.12,1.24,21a,0,,,430,44,27,,78,26,,"breccia, dacite porphyry, gabbro-diabase, plagiogranite porphyry, granodiorite, granodiorite porphyry","diorite, gabbro","andesite porphyry, andesite tuff, chert, conglomerate, granite, limestone, rhyolite porphyry,  sandstone, siltstone, tuffaceous sandstone",,,0,0,0,2.2,0.25,0.43,0,0,0,"Grades reported: 3.5 g/t Se and 1.1 g/t Te that are included in the resource, as well as Re.  100% of the deposit area is covered by boulders, gravel, loam, and clay."
331,Koktasdzhal,,,Kazakhstan,KAZN,,50.16222222,76.16222222,292,320?264,57,0.62,0,0.72,3.8,20c,0,,,427,50,9,44,76,9,44,"granite porphyry, hornfels, tonalite porphyry",,"andesitic basalt, andesitic dacite, dacite, granite, granodiorite, limestone, rhyodacite, rhyolite, sandstone, siltstone, tonalite, tuff",before 1917,,0,0,0,2.2,0.7,1.2,0,0,0,Exposed.
332,Kounrad,,"Konyrat, Qonyrat",Kazakhstan,KAZN,,46.98972222,74.98722222,330,335?324,637,0.589,0.011,0.19,6.28,17,0,,,423,46,59,23,74,59,14,"breccia,  diabase dikes, diorite porphyry, granodiorite, granodiorite porphyry, quartz diorite porphyry, trondhjemite","conglomerate, sandstone, siltstone","andesite, andesite porphyry, andesitic basalt, dacite, diabase flow, granite,  ignimbrite, rhyolite, rhyolite welded tuff",1928,1934,1.2,0.8,0.75,0,0,0,0,0,0,"Exposed. Mined out 417 Mt ore at 0.72% Cu, 0.014 Mo, 0.28 g/t Au, 9.26 g/t Ag; remaining reserve of 1996, 220 Mt at 0.34% Cu and 0.005% Mo (Kudryavtsev, 1996; Zhukov and others, 1998)."
333,Kyzylkain,,,Kazakhstan,KAZN,,47.53333333,84.41666667,325,Middle?Late Carboniferous,542,0.3,0.005,0,0,17,0,,,433,47,32,,84,25,,"hornfels, andesite porphyry, diorite porphyry, granodiorite porphyry","sandstone, siltstone","andesite, granite, granodiorite, sandstone, tuffaceous conglomerate, tuffaceous sandstone, tuff",,,0,0,0,1.6,0.5,0.6,0,0,0,30% of the deposit area is covered by alluvium.
334,Kyzyltu,,,Kazakhstan,KAZN,,51.95,72.33333333,445,445,65.8,0.48,0.015,0.2,6.56,17,0,,,416,51,57,,72,20,,"breccia, granite porphyry, granodiorite porphyry, monzodiorite",,"andesite, basalt, chert, conglomerate, granodiorite, diorite, quartz diorite, sandstone, siltstone, trachybasalt, trachydacite, trachyrhyolite, tuff",1970,,0,0,0,1,0.6,0.47,0,0,0,100% of the deposit area is covered by loam.
335,Nurbay,,,Kazakhstan,KAZN,,47.91666667,79.33333333,,Late Paleozoic,,0,0,0,0,17,0,,,634,47,55,,79,20,,"diorite porphyry, monzonite porphyry",,"andesite, monzonite, tuffaceous sandstone, tuff",1951,,0,0,0,1.4,1.2,1.3,0,0,0,"Grades reported: average 0.5% Cu, 0.001?0.03% Mo."
336,Nurkazgan,,Samarskoe,Kazakhstan,KAZN,,50.02694444,76.72722222,410,410,213,0.81,0.01,0.26,2.5,17,0,,25e,429,50,1,37,76,43,38,"breccia, granodiorite porphyry, monzonite porphyry","conglomerate, siltstone","agglomerate tuff, andesite, andesite porphyry, andesitic dacite, basalt, granodiorite, rhyolite, tuffaceous conglomerate, tuffaceous sandstone, tuffaceous siltstone, tuffite",,,0,0,0,0,0,0,0,0,0,Exposed.
337,Ozernoe,,,Kazakhstan,KAZN,,49.32638889,75.9825,315,323?307,194,0.36,0.005,0.02,2.9,17,0,,,426,49,19,35,75,58,57,"granite porphyry, granodiorite porphyry",,"andesite, diabase porphyry, diorite, granodiorite, rhyolite, sandstone, siltstone, tuff",1964,,0,0,0,0,0,0,0,0,0,40% of the deposit area is covered by unlithified rocks.
338,Saryshagan,,,Kazakhstan,KAZN,,46.25666667,73.19861111,310,Middle-Late Carboniferous,324,0.27,0.007,0.024,0,17,0,,17,417,46,15,24,73,11,55,"breccia, granite porphyry, hornfels, tonalite porphyry",,"conglomerate, ignimbrite, rhyodacite, rhyolite, rhyolite lava breccia, sandstone, tuff",1954,,0,0,0,0,0,0,2,1.3,2,
339,Sokurkoiy,,,Kazakhstan,KAZN,,46.6,74.41666667,310,Middle-Late Carboniferous,,0,0,0,0,17,0,,"17, 21a",633,46,36,,74,25,,"eruptive breccia, granite porphyry, felsite porphyry",,"andesite, conglomerate, limestone, sandstone, mudstone, granite, granosyenite, syenodiorite, tuff",1928,,0,0,0,3,1.5,3.5,0,0,0,Small deposit with the reported average grades 0.66% Cu and 0.005% Mo; and 0.1 ?10 g/t Au in lump samples. Exposed.
340,Spiridonovskoe,,,Kazakhstan,KAZN,,52.33333333,62.18333333,,,,0,0,0,0,17,0,,,631,52,20,,62,11,,"dacite porphyry, rhyolite porphyry",,"andesite, diorite, gabbro, granodiorite, quartz diorite, serpentinite, tuff",,,0,0,0,5,1,3.9,0,0,0,"Drilling data indicate small resources at 0.3 to 1.5% Cu, 0.01 to 0.05% Mo, and ?0.2 g/t Au. 100% of the deposit area is covered by unlithified sediments."
341,Varvarinskoye,,,Kazakhstan,KAZN,,53.01666667,62.56666667,310,Middle-Late Carboniferous,117.62,0.66,0,1.01,0.5,20c,0,,"18b, 18c",415,53,1,,62,34,,"breccia, diorite porphyry, hornfels, skarn","conglomerate, sandstone, siltstone","andesite, andesitic basalt, dacite, diorite, gabbro, granite, limestone, serpentinite,",1979,2007,0,0,0,0,0,0,0,0,0,100% of the deposit area is covered by Mesozoic-Cenozoic sediments ?20 m thick.
342,Yubileinoe,,,Kazakhstan,KAZN,,48.93333333,58.68333333,355,Late Devonian?Early Carboniferous,,0,0,0,0,20c,0,,18b,679,48,56,,58,41,,"plagiogranite porphyry, skarn","chert, clastics, dacite, rhyolite|","andesite, basalt, diorite, gabbro, granodiorite",,,,,,,,,,,,"The main ore zone contains average 4.5 g/t Au, 65 g/t Ag, 0.42% Cu, economic Mo grade. Ore contains Re <0.01 to 0.04 ppm."
343,Taldy-Bulak,,,Kyrgyzstan,KYRZ,,42.7,75.65,420,440¡À8 ? 400,540,0.27,0.008,0.5,0,20c,0,,,412,42,42,,75,39,,"diorite porphyry, eruptive breccia, monzodiorite porphyry, quartz porphyry","limestone, phyllite, rhyolite, trachyandesite, tuff,","andesite, basaltic andesite, granodiorite, sandstone, shale, siltstone",,,1.2,0.8,0.75,0,0,0,0,0,0,
344,Phu  Kham,,,Laos,LAOS,,18.91666667,102.9333333,250,Permian-Triassic,277,0.51,0,0.21,0,20c,0,25a,18b,692,18,55,,102,56,,"felsic porphyry, skarn",,"conglomerate, clastic rocks, limestone, tuff, volcanoclastics|",,2008,0,0,0,0,0,0,0,0,0,"Phu Bia mining district. 0.2% Cu cut-off grade. According to 2007 high-grade intersections, the resources and open-pit reserve are expected to be completed during March,  2008."
345,Buchim,,,Macedonia,MACA,,41.51055556,22.60194444,23,23 (K-Ar),150,0.3,0,0.35,0,20c,0,,,382,41,30,38,22,36,7,"andesite, latite, quartz latite porphyry","diorite, granodiorite","amphibolite, gabbro, gneiss, serpentinite",1955,1979,0,0,0,0,0,0,2,1.5,2.4,Host-rock age 27.5 to 24.5 Ma.
346,Ilovitza,,,Macedonia,MACA,,41.36666667,22.81666667,,Tertiary,,0,0,0,0,20c,0,,,680,41,22,,22,49,,"andesite, dacite porphyry, dacitic breccia, granodiorite porphyry, tuff","gneiss, schist",granite,early 1900s,,0,0,0,0,0,8,0,0,0,"Contains several hundred million tonnes of low-grade Cu-Au mineralization; pyrite-silica altered rocks contain ~0.3% Pb, 0.3% Cu, and 1 to 2 g/t Au."
347,Kadiica,,,Macedonia,MACA,,41.61666667,22.88333333,34,late Eocene,,0,0,0,0,20c,0,,22c,682,41,37,,22,53,,"breccia, dacite, granodiorite porphyry",,"amphibolite, gneiss, metagabbro, schist",1840,,1,0.6,0.5,0,0,9,0,0,0,Intersections of the supergene blanket: 52.3 m at 0.4% Cu; 21 m at 0.77% Cu; 116 m at 0.27% Cu.
348,Osogovo,,,Macedonia,MACA,,41.8,22.86666667,23,late Oligocene ? early Miocene,,0,0,0,0,17,0,,"19a, 18b",681,41,48,,22,52,,"breccia, granodiorite porphyry, monzonite porphyry",,"amphibolite, andesite, gneiss, quartz latite porphyry, schist",1914?1918,,0,0,0,0,0,0,0,0,0,"Prominent intersections: 16.4 m at 1.7% Cu, 20 g/t Ag;  31.5 m at 0.32% Cu."
349,Bongkud,,,Malaysia,MLYA,Sabah,6.033333333,116.75,,,,0,0,0,0,20c,0,,,526,6,2,,116,45,,"granodiorite porphyry, quartz monzonite porphyry",,"sandstone, serpentinite, siltstone",1999,,0,0,0,0,0,0,0,0,0,"5 km long WNW porphyry Cu zone, intersects: 331m at 0.31% Cu, 0.7 g/t Au; 169 m at |0.4% Cu and 0.9 g/t Au; 123 m at 0.43% Cu, 0.95 g/t Au; 74 m at 0.57% Cu, 0.95 g/t Au. Oxidized zone 45 m thick at 3.5% Cu.|"
350,Mamut,,,Malaysia,MLYA,Sabah,6.033333333,116.4666667,7,7,196,0.48,0.001,0.5,2.5,20c,0,,22c,525,6,2,,116,28,,"adamellite porphyry, granodiorite porphyry, hornfels, quartz monzonite porphyry","breccia,  mudstone","diorite, peridotite, pyroclastics, sandstone, serpentinite, siltstone, spilite",1964,1975,0.7,0.5,0.27,0,0,0,2.2,1.3,2.3,"In concentrate: 18.7 g/t Au, 0.57 g/t Pt, 1.7 g/t Pd."
351,Mengpur,,,Malaysia,MLYA,Pahang,3.85,102.8666667,245,Lower Triassic ?,45,1.8,0,0.6,0,20c,0,,"18b, 39a",523,3,51,,102,52,,"hornfels, skarn","conglomerate, sandstone, siltstone","diorite, granite, granodiorite, marble, quartzite, rhyolitic tuff, shale",,,0,0,0,0,0,0,0,0,0,
352,Nungkok,,,Malaysia,MLYA,Sabah,6.1,116.4666667,8,8,,0,0,0,0,17,0,,,524,6,6,,116,28,,"quartz diorite porphyry, quartz monzonite porphyry",,"quartzite, sandstone, serpentinite, siltstone",before 1967,,0.4,0.15,0.05,0,0,0,0,0,0,0.42 to 0.57% Cu.  In drill core 0.008 to 0.025% Mo.
353,Bahuerachi,,,Mexico,MXCO,Chihuahua,27.05166667,-108.3411111,66,65.7,604.7,0.397,0.008,0.029,3.91,17,0,,"18b, 18c, 19a, 22c",685,27,3,6,-108,-20,-28,"andesite dike, dacite porphyry, diorite, rhyolite dike, skarn","ignimbrite, pyroclastics","andesite, conglomerate, limestone, marble, sandstone, siltstone",,,0,0,0,0,0,0,0,0,0,Resources contain 0.54% Zn. 0.2% Cu cut-off grade. Exposed.
354,Batopilas,"Tahonas Corralitos, Satevo",,Mexico,MXCO,Chihuahua,27.03333333,-107.7,51.6,51.6¡À1.1,,0,0,0,0,20c,0,17,"17, 22c",188,27,2,,-107,-42,,"breccia, basalt dike, dacite porphyry",,"andesite, carbonate rocks, granite, granodiorite, granodiorite porphyry, quartz diorite porphyry, rhyolite dike, tuffaceous breccia",1632,,0,0,0,0,0,0,2.2,1,1.7,Resources: 6 Mt at 0.4% Cu and 0.8 g/t Au.
355,Caballo  Blanco,,Caballo,Mexico,MXCO,Veracruz,19.68055556,-96.45277778,0,Pliocene,,0,0,0,0,20c,0,,"18b, 25e",197,19,40,50,-96,-27,-10,"feldspar porphyry, skarn",,andesite,,,0,0,0,0,0,0,2.2,1,1.7,"0.11 to 0.18% Cu; grab samples ?25 g/t Au, ?267 g/t Ag."
356,Cananea,,,Mexico,MXCO,Sonora,30.95416667,-110.3166667,59,59.3¡À0.3 (Re-Os),5141,0.45,0.002,0.035,2.61,17,0,17,"17, 18a, 19a",178,30,57,15,-110,-19,,"aplite, breccia, hornfels, lamprophyre, quartz monzonite porphyry, skarn","dacite, diorite, granite, granodiorite, latite, syenite, tuff","andesite, limestone, quartzite",1760,1899,3,1.5,3.5,0,0,0,7,4,22,"Exposed. Production 1906?2004, 649 Mt at 0.66% Cu; reserves 2004, sulfide ore 1,975 Mt at 0.61% Cu, oxide ore 2,517 Mt at 0.27% Cu (Grupo Mexico, 1979?2004; Briggs, 2006; and others)"
357,Cerro  Colorado,,,Mexico,MXCO,Chihuahua,26.25222222,-107.3294444,46,46.3¡À1,,0,0,0,0,17,0,"20c, 22c",,190,26,15,8,-107,-19,-46,"breccia, granodiorite porphyry",,"andesite, conglomerate, granite, granodiorite, ignimbrite",,,0,0,0,0,0,0,0,0,0,"No drilling resource: 3 Mt, 0.3% Cu, 0.4 g/t Au."
358,Cuatro  Hermanos,,,Mexico,MXCO,Sonora,28.38611111,-109.6569444,56,55.7¡À0.3 (Re-Os),233,0.431,0.035,0,4,21a,0,,,186,28,23,10,-109,-39,-25,"breccia, dacite porphyry, quartz diorite porphyry","granodiorite, latite","andesite, conglomerate, granodiorite, rhyolite, tuff",,,0,0,0,0,0,0,0,0,0,"After Howe International revision in 2006, Virgin Metals estimated new resources of 2007 as 11.6 Mt at 0.124% Mo, 0.432% Cu, 0.079% W with the special note ?The exploration target at Cuatro Hermanos is of the order of hundreds of millions of tonnes?."
359,Cumobabi,"San Judas, Transvaal, Molybdeno",Cumpas,Mexico,MXCO,Sonora,29.8725,-109.9619444,58.7,58.7¡À0.2 (Re-Os),67,0.266,0.099,0,0,21a,0,,,183,29,52,21,-109,-57,-43,"breccia, quartz monzonite porphyry, rhyolite porphyry",,"andesite, dacite, diorite porphyry, granite, granodiorite, pegmatite",,1980,0,0,0,0,0,0,0,0,0,Exposed.
360,El  Arco,,,Mexico,MXCO,Bajo de California,28.03333333,-113.5666667,164,164.1¡À0.4 (Re-Os),1016,0.518,0,0.12,0,17,0,"39a, Cu, Au in schistose andesite",,184,28,2,,-113,-34,,"andesite breccia, andesite porphyry, aplite, diabase dikes, granodiorite porphyry","basalt, gabbro, granite, peridotite, rhyodacite, rhyolite, serpentinite, tonalite","andesite, conglomerate, diorite, sandstone",,1935,1.5,1.4,1.7,3.5,3.5,9.6,0,0,0,"According to Southern Copper Corp. (2006, 2007), resources contain 846 Mt of sulfide ore and 170 Mt of leaching ore. Covered by Quaternary sand and gravel. Post-ore Albian metamorphism (~95 Ma, Ar-Ar)."
361,El  Batamote,,Batamote,Mexico,MXCO,Sonora,30.48194444,-109.7527778,57,56.8¡À2,4.4,0.36,0,0,0,17,0,"17, 22c",,179,30,28,55,-109,-45,-10,"andesite dikes, breccia, quartz monzonite porphyry",,"andesite, granodiorite, tuff",,,0,0,0,0,0,0,0.8,0.3,0.2,
362,Inguaran,,,Mexico,MXCO,Michoacan,18.88083333,-101.6408333,36,35.6¡À0.8,7,1.29,0,0,0,17,0,17,,196,18,52,51,-101,-38,-27,"breccia, quartz monzonite porphyry","andesite porphyry, andesite tuff, basalt","granite, granodiorite",,End of 19th century,0,0,0,0,0,0,0,0,0,0.04% WO3 was mined.
363,La  Caridad,,,Mexico,MXCO,Sonora,30.31805556,-109.5566667,53.7,53.7¡À0.21 (Re-Os),1800,0.452,0.0247,0,0,17,1,17,,182,30,19,5,-109,-33,-24,"breccia, pegmatite, quartz monzonite porphyry",rhyolite,"andesite, conglomerate, diorite, granodiorite, quartz diorite porphyry",1896,early1900s; 1970s,2.4,1.7,3.2,4.5,4,14,0,0,0,Exposed.
364,La  Florida,,"La Florida-Barrigon, Mina La Lilly",Mexico,MXCO,Sonora,30.38388889,-109.7305556,52,52,135,0.33,0,0,0,17,0,,18b,180,30,23,2,-109,-43,-50,"dacite porphyry, rhyolite dike, skarn","ignimbrite, rhyolite tuff","andesite, conglomerate, granodiorite, limestone, quartzite, tuff",,,0,0,0,0,0,0,0,0,0,Exposed.
365,La  Reyna,,,Mexico,MXCO,Sinaloa,23.33333333,-106.0666667,,probably Laramide,33,0.5,0,0.4,0,20c,0,,,192,23,20,,-106,-4,,breccia,,"andesite, granodiorite",,,0,0,0,0,0,0,0,0,0,
366,La  Verde,,,Mexico,MXCO,Michoacan,19.07777778,-102.0313889,33,33.4¡À0.7,110,0.7,0,0.088,2.5,17,0,,,194,19,4,40,-102,-1,-53,"aplite, breccia, quartz diorite porphyry, quartz monzonite porphyry, quartz feldspar porphyry, pegmatite","andesite, tuff","conglomerate, granodiorite, quartz diorite",,,0,0,0,0,0,0,2.5,1.3,2.6,
367,Luz  del  Cobre,,San Antonio de La Huerta,Mexico,MXCO,Sonora,28.43333333,-109.3833333,0,probably Laramide,14.7,0.738,0,0,0,17,0,,,684,28,26,,-109,-23,,"breccia, diorite",,dacite,,,0,0,0,0,0,0,0,0,0,2007 mining reserve 4.287 Mt of oxide ore at 1.0% Cu.
368,Mariquita,,La Mariquita,Mexico,MXCO,Sonora,31.05555556,-110.4208333,63,~63,100,0.48,0,0,0,17,0,17,,177,31,3,20,-110,-25,-15,"breccia, quartz monzonite",,"andesite, basalt, conglomerate, granodiorite, ignimbrite, monzodiorite, sandstone, tuff",,,0,0,0,0,0,0,0,0,0,
369,Milpillas,,,Mexico,MXCO,Sonora,31.11666667,-110.45,63,63.0¡À0.4 (Re-Os),230,0.85,0,0,0,17,0,,,175,31,7,,-110,-27,,"breccia, quartz monzonite porphyry","carbonate rocks, granite, quartzite","andesite, andesitic agglomerate, dacite, rhyolite, rhyolite porphyry, sandstone, trachybasaltic agglomerate",1975,2006,1.5,1.2,1.4,3.5,3.2,8.8,0,0,0,20 km NW of Cananea. Tonnage includes 30 Mt at 2.5% Cu of enrichment blankets; primary sulfide mineralization contains 0.15?0.2% Cu. Entirely covered by Tertiary and Quaternary gravels 50?250 m thick. U-Pb age of th mineralized quartz monzonite porphyry is 63.9¡À1.3 Ma.
370,Piedras  Verdes,,,Mexico,MXCO,Sonora,27.16805556,-109.0194444,60,~60 (Re-Os),288,0.37,0,0,0,17,0,,,187,27,10,5,-109,-1,-10,granodiorite porphyry,rhyolite,"andesite, granodiorite, marble, quartzite, schist",1898,2006,3,0.45,1.1,8,3,19,0,0,0,Exposed.
371,Pilares,,"Los Pilares,Nacozari",Mexico,MXCO,Sonora,30.33388889,-109.6327778,53,53,147,1.04,0,0,0,17,0,17,,181,30,20,2,-109,-37,-58,"breccia, diabase dikes","dacite tuff, granodiorite, quartz monzonite, rhyolite tuff","andesite, andesite breccia, andesite tuff, latite",,1946,0,0,0,0,0,0,0,0,0,
372,Rodeo,,,Mexico,MXCO,Michoacan,18.6225,-100.8461111,0,probably Laramide,,0,0,0,0,17,0,,"18b, 22c",687,18,37,21,-101,10,-46,granodiorite porphyry,,andesite,2004,,0,0,0,0,0,0,0,0,0,
373,San  Isidro,,Cerro Pelon,Mexico,MXCO,Michoacan,18.94361111,-101.9783333,33,32.5¡À0.7,12.5,0.4,0,0,0,17,0,,,195,18,56,37,-101,-58,-42,"breccia, quartz monzonite porphyry, rhyodacite porphyry",,"granodiorite, metasedimentary rocks, quartz diorite, tonalite",,,0,0,0,0,0,0,0,0,0,
374,Santo  Tom¨¢s,,,Mexico,MXCO,Sinaloa,26.71666667,-108.2333333,57,57.2¡À1.2,274,0.498,0,0.05,0,17,0,17,,189,26,43,,-108,-14,,"breccia, quartz monzonite porphyry","andesite, rhyolite tuff","fanglomerate, granodiorite, limestone, shale",1965,,0,0,0,0,0,0,0,0,0,
375,Suaqui  Verde,,,Mexico,MXCO,Sonora,28.41138889,-109.8030556,57,57¡À0.3 (Re-Os),87.2,0.43,0,0,0,17,0,,,185,28,24,41,-109,-48,-11,"breccia, quartz monzonite porphyry, tonalite porphyry",,"andesite, granodiorite, quartz diorite",,,0,0,0,2,1.5,2.4,0,0,0,
376,Tameapa,,,Mexico,MXCO,Sinaloa,25.66805556,-107.3511111,54,57.4¡À0.3 ? 50¡À0.3 (Re-Os),49,0.26,0.03,0,0,17,0,,,191,25,40,5,-107,-21,-4,"andesite dike, aplite, basalt dike, breccia, hornfels, quartz monzonite porphyry","basalt, conglomerate","andesite, dacite, diorite, dolomite, granodiorite, granodiorite porphyry, quartz latite, sandstone, shale",,,0,0,0,0,0,0,0,0,0,On Sinaloa-Durango border.
377,Tepal,,Tepalcuatita,Mexico,MXCO,Michoacan,19.11666667,-102.9166667,0,probably Laramide,78,0.25,0,0.5,0,20c,0,,,193,19,7,,-102,-55,,"diabase dike, diorite dike, quartz diorite porphyry",,"andesite, felsite porphyry, granodiorite, quartz diorite",,,0,0,0,0,0,0,0,0,0,
378,Ti¨¢maro,,,Mexico,MXCO,Michoac¨¢n,19.38333333,-100.6833333,135,140¡À5 ? 131¡À1.1,,0,0,0,0,17,,,,709,19,23,,-100,-41,,"adamellite, andesite porphyry, breccia, dacite , granite, granodiorite, tonalite",,"agglomerate, andesite, basalt, conglomerate, diorite",,,0,0,0,1,0.3,0.24,0,0,0,Resources 2004 estimated on a base of 8 drill holes + workings of El Rey and El Guervo mines: 500 Mt at 0.6% Cu and 0.1 g/t Au.
379,Tolim¨¢n,,,Mexico,MXCO,Chiapas,15.31888889,-92.33055556,5.8,5.8,,0,0,0,0,17,0,,,198,15,19,8,-92,-19,-50,quartz monzonite porphyry,,"andesite, gneiss, granodiorite, limestone, schist",,,0,0,0,0,0,0,0,0,0,?0.8% Cu reported.
380,Tuligtic,,Ixtacamaxtitl¨¢n,Mexico,MXCO,Puebla,19.7,-97.85,17.8,17.83¡À0.06,,0,0,0,0,20c,0,,25a,686,19,42,,-97,-51,,"breccia, quartz monzonite porphyry, skarn",,"limestone, mudstone, siltstone, tuffaceous volcanics",,,0,0,0,0,0,0,0,0,0,Grab samples of mineralized porphyry rocks contain 0.1 to 0.8% Cu; quartz vein fragments contain ?6.1 g/t Au and ?600 g/t Ag. Exposed.
381,Avdartolgoi,,,Mongolia,MNGL,,49.67083333,114.8444444,154,Middle to Late Jurassic,,0,0,0,0,17,0,,,608,49,40,15,114,50,40,explosive breccia,,"terrigenous rocks, granite, granodiorite porphyry, syenite porphyry, andesitic basalt",,,0.75,0.45,0.27,0,0,0,0,0,0,"Rock chip samples contain up to: 1% Cu, 0.05% Mo, 140 g/t Ag, and 1 g/t Au."
382,Bayan-Uul,,,Mongolia,MNGL,,46.68333333,104.8833333,222,222,,0,0,0,0,17,0,,22c,454,46,41,,104,53,,"andesite porphyry, breccia, granodiorite porphyry, quartz monzodiorite porphyry, quartz syenite porphyry",,"andesite dike, andesitic trachybasalt, granite, granodiorite, trachyandesite, tuff-breccia, tuff-conglomerate, tuffaceous sandstone, tuffaceous siltstone",,,0,0,0,5,3,11.8,0,0,0,"Abundant quartz-tourmaline-chalcopyrite veins and quartz-tourmaline breccias (Lamb and Cox, 1998). At area 0.6 x 2.3 km, %: 0.1 Cu, 0.002 Mo, 0.1 g/t Au. Exposed."
