rec_id,depname,altname,includes,cntrycd,country,stprov,latdeg,latmin,latsec,latitude,londeg,lonmin,lonsec,longitude,deptype,discdate,startdate,oreton,cugrd,zngrd,pbgrd,augrd,aggrd,stringer,comments,depage,agemy,ore_area,ore_a,ore_b,alter_area,alter_a,alter_b,geochem,geochem_a,geochem_b,geophys,geophys_a,geophys_b,cover,lithotect,postmindef,meta_grade,synminint,postminint,syndepctrl
1122,Iimori,,,JAPN,Japan,Wakayama,34,14,10,34.2361111111111,135,25,30,135.425,Mafic,n.d,n.d,4.9,1.17,0,0,0,0,no,"Massive and banded ores, bedded or lenticular, 0.2-2.8 m thick, 300 m down dip, 7 km along strike. Some joint vein filling. Deposit may extend further west. Besshi-type.",Paleozoic,360,,7,0.3,,,,,,,,,,,"Pelite-mafic in mature oceanic backarc",yes,"glaucophane schist, epidote amphibolite",no,yes,
1123,Akoz,"B.A.B., Radium, Asposozien",,USCA,"United States",California,37,36,4,37.6011111111111,-120,-19,-1,-120.316944444444,Felsic,,1944,0.52,2.24,0,0.66,0.58,22,no,"Oxidized to depth of 11 m.",Jurassic,170,,0.24,0.12,,,,,,,,,,0,"Siliciclastic-felsic in mature epicontinental arc",Yes,greenschist,no,yes,stratigraphic
1124,Meiji,,,JAPN,Japan,Hokkaido,43,2,0,43.0333333333333,140,53,30,140.891666666667,Felsic,n.d,1914,0.1,4,0,0,3,134,,"Honko 1000 m x 300 m; Kanayamazawa 500 m x 250 m; Kanayamazawaguchi 300 m x 300 m; Ichiko 300 m x 150 m.",Miocene,15,,3.0,1.0,,,,,,,,,,,"Siliciclastic-felsic in mature epicontinental arc",,,,,stratigraphic
1125,Horobetsu,,,JAPN,Japan,Hokkaido,42,28,24,42.4733333333333,141,2,30,141.041666666667,Felsic,n.d,1906,0.2,2.4,0,0,7,25,yes,"Massive, vein.  Iwagasaki 1000 m x 500 m; Takinosawa 300 m x 150 m; Asahihonkosyo 350 m x 50 m; Ashinanpokukosyo 700 m x 100 m; Yamashita 400 m x 30 m.",Miocene,15,,4.0,0.7,,,,,,,,,,,"Siliciclastic-felsic in mature epicontinental arc",,,,,
1126,Kamiiso,,"Higashi, Nishi",JAPN,Japan,Aomori,41,12,55,41.2152777777778,140,34,5,140.568055555556,Felsic,n.d,1915,0.03,3,0,0,24,195,,"Higashi 60 m x 40 m; Nishi 60 m x 40 m.",Miocene,15,,0.1,0.06,,,,,,,,,,,"Siliciclastic-felsic in mature epicontinental arc",,,yes,no,stratigraphic
1127,Tsunatori,,,JAPN,Japan,Iwate,39,18,15,39.3041666666667,140,56,30,140.941666666667,Felsic,n.d,1908,0.11,4.1,0,0,18.9,22.3,,,Miocene,15,,0.15,0.05,,,,,,,,,,,"Siliciclastic-felsic in mature epicontinental arc",,,,,stratigraphic
1129,Yoshino,,,JAPN,Japan,Akita,39,12,10,39.2027777777778,140,35,40,140.594444444444,Bimodal-Mafic,n.d,1911,4.2,1.1,0,0,0.1,8.6,yes,"Massive, stockwork. Kumanosawa 150 m x 100 m; Udozawa 120 m x 60 m.",Miocene,15,,8.0,3.0,,,,,,,,,,,"Bimodal-mafic in epicontinental arc",,,,,
1130,Matsuki,,Takadate,JAPN,Japan,Akita,40,17,42,40.295,140,33,55,140.565277777778,Felsic,n.d,1973,3.11,3,3,1,0.4,33,no,"Massive lense, banded ore, pipes, dissemination. Matsuki 500 m x 400 m; Takadate 800 m x 200 m. Stratigraphy given for Takadate.",Miocene,15,,1.1,0.8,,,,,,,,,,200,"Siliciclastic-felsic in mature epicontinental arc",,,yes,no,stratigraphic
1131,Kangiara,,,AUNS,Australia,"New South Wales",-34,-36,-10,-34.6027777777778,148,45,28,148.757777777778,Felsic,1902,1902,0.04,3,1.19,16,2,279,,"Lenticular, massive, fragmental, disseminated, vein. 0.3-3.7 m thick, average 1.2 m.",Silurian,430,,0.137,0.126,,,,,,,,,,0,"Siliciclastic-felsic in mature epicontinental arc",yes,"greenschist (chlorite, epidote)",no,no,stratigraphic
1132,Farrell,,,AUTS,Australia,Tasmania,-41,-43,-49,-41.7302777777778,145,37,32,145.625555555556,Felsic,,1935,0.73,0.27,4.8,11.8,0,378,no,"2 zones (Murchison and Farrell) with several sub-parallel lenticular narrow fissure lodes in shears, massive stratiform, 12 m thick, average 1-2 m. North Mt. Farrell, New North Mt. Farrell deposits. High S isotope values is evidence of volcanic origin. Extensional basin in an arc-continental collision zone.",Cambrian,502,,,,,,,,,,,,,,"Siliciclastic-felsic in mature epicontinental arc",yes,,no,no,"stratigraphic, fault shear zone"
1133,Horseshoe,"Horseshoe Light",,AUWA,Australia,"Western Australia",-25,-21,-42,-25.3616666666667,118,37,18,118.621666666667,Mafic,1946,1946,9.91,0.57,0,0,2.08,5.25,yes,"Massive, dissemination, stringers, en echelon lenses, 50 m width.","Lower Proterozoic",1800,,0.3,0.3,,,,"Enriched Mg, As, Cu, Au, Pb, Mo, Se, Ag, Zn; depleted Na",,,,,,0,"Pelite-mafic in mature oceanic backarc",yes,greenschist,no,yes,"stratigraphic, shear zone"
1134,Tritton,,,AUNS,Australia,"New South Wales",-31,-23,-36,-31.3933333333333,146,43,10,146.719444444444,Mafic,1995,2004,14,2.7,0,0,0.3,12,yes,"Lenticular, massive, banded, stringers, in two zones, upper and lower zones. Upper Zone 180 m below surface, Lower Zone is 60 m below bottom of Upper Zone.",Cambrian,510,,1.25,0.25,,,,,,,,,,180,"Pelite-mafic in mature oceanic backarc",yes,greenschist,no,no,stratigraphic
1135,Budgery,,,AUNS,Australia,"New South Wales",-31,-32,0,-31.5333333333333,146,41,10,146.686111111111,Mafic,1905,1906,0.02,4.5,0,0,0,0,no,"Pipe-like body, 50 m strike length, 10 m width, massive sulfides, disseminations.",Cambrian,510,,,,,,,,,,,,,0,"Pelite-mafic in mature oceanic backarc",yes,greenschist,no,no,stratigraphic
1136,Hartman,,,AUNS,Australia,"New South Wales",-31,-13,-49,-31.2302777777778,146,50,44,146.845555555556,Mafic,1890s,1890s,,,,,,,no,"Thin lenses of massive sulfide in halo of disseminated pyrite. Massive gossan zone, supergene. Reserves 2.502 million t @0.57% Cu, open at depth.",Cambrian,510,,,,,,,,,,,,,0,"Pelite-mafic in mature oceanic backarc",yes,greenschist,no,no,stratigraphic
1137,Budgerygar,,,AUNS,Australia,"New South Wales",-31,-23,-6,-31.385,146,42,56,146.715555555556,Mafic,1906,1906,,,,,,,no,"Massive, banded sulfides, 400 m strike length, 30 m thickness. Resources 2.4 million t @ 0.63% Cu, open at depth and along strike.",Cambrian,510,,,,,,,,,,,,,0,"Pelite-mafic in mature oceanic backarc",yes,greenschist,no,no,stratigraphic
1138,"Larsen East",,,AUNS,Australia,"New South Wales",-31,-13,-45,-31.2291666666667,146,51,0,146.85,Mafic,1993,1998,,,,,,,no,"Massive lens, 250 m strike length, 46 m width. Reserves 1.915 million t @ 1.04% Cu, open at depth.",Cambrian,510,,,,,,,,,,,,,,"Pelite-mafic in mature oceanic backarc",yes,greenschist,no,no,stratigraphic
1139,Northeast,"Larsens NE",,AUNS,Australia,"New South Wales",-31,-13,-25,-31.2236111111111,146,50,50,146.847222222222,Mafic,1973,1996,,,,,,,no,"Massive, disseminations, lens, 300 m long, 14 m width. Reserves 2.465 million t @ 0.89% Cu, open at depth. Oxidation down to depths of 50 m.",Cambrian,510,,,,,,,,,,,,,0,"Pelite-mafic in mature oceanic backarc",yes,greenschist,no,no,stratigraphic
1140,"Lewis Pond",,,AUNS,Australia,"New South Wales",-33,-16,-6,-33.2683333333333,149,15,5,149.251388888889,Felsic,1850s,1887,,,,,,,yes,"Minimum tonnage 7.2 million t @ 0.12% Cu, 3.5% Zn, 1.73% Pb, 1.87 g/t Au, 95 g/t Ag. Massive, semi-massive, disseminated sulfide lenses, 1.3 km strike length, 200 m width.  Elongate zone of stringer Cu 2 km x 700 m. Main zone and Toms zone are at two separate stratigraphic levels. Main zone has 3 subparallel lenses, 300 m total strike length, 650 m down-plunge, open at depth. Central lens is 100 to 500 m below surface, averages 15 m in horizontal thickness. Hanging wall lens averages 4 m in horizontal thickness. Footwall lens averages 18 m in horizontal thickness, 150 to 500 m below surface. Toms zone is 900 m along strike from the Main zone. 250 m strike length, from the surface down to 500 m depth, averages 5 m horizontal thickness. Open in all directions. Footwall stringer is 2 km x 700 m in area of quartz-chlorite-chalcopyrite veins.","Late Silurian",435,,3.5,0.7,,,,,,,,,,100,"Siliciclastic-felsic in mature epicontinental arc",yes,"lower greenschist",no,yes,stratigraphic
1141,"Golden Grove (Scuddles)",Scuddles,,AUWA,Australia,"Western Australia",-28,-44,-41,-28.7447222222222,116,56,37,116.943611111111,Felsic,1979,,,,,,,,yes,"Massive in two stratiform lenses (main and central), stringer zone in envelope of pyrite, 10-15 m thick below main lens, 5-7 m thick below central lens; 130-150 m below surface. Age based on zircon from felsic volcaniclastic unit at Gossan Hill. Resources 26.1 million t @ 1.2% Cu, 6.9% Zn, 0.5% Pb, 0.9 g/t Au, 59 g/t Ag, open at depth.",Archean,2938,,0.9,0.1,,10,0.3,"Bi-Sn-Mo-In-Sb-As-Cu-Au. Cu-Pb-Zn anomaly to 12 m depth by RAB drilling; alteration enriched Fe, Mg, depleted Na, Sr, K; gossan enriched As, Sb, Bi, Mo, Ag, Sn, Se.",2.0,1.5,"aeromagnetics found magnetite-rich instrusives (dolerites), magnetite-rich exhalative cherts, and pyrite-pyrrhotite bodies; proton-precession magnetometer for ground locations; Sirotem E.M. found mineralization using a 160 m loop size; EM-37 found mineralization; dipole-dipole IP found mineralization.",0.4,0.3,130,"Siliciclastic-felsic in mature epicontinental arc",yes,"lower greenschist",no,yes,stratigraphic
1142,"Cowley Hills",,,AUNS,Australia,"New South Wales",-35,-2,-30,-35.0416666666667,149,35,11,149.586388888889,Felsic,1982,,0.3,2.2,3.9,2.6,1.9,115,no,"Small lens, 70 m strike length, 300 m down-dip, 2-10 m thick, 5-200 m below surface, banded and breccia clast in chlorite matrix. Back arc rift basin (tholeiitic volcanism).",Silurian,430,,0.2,0.07,0.09,,,"Cu-Pb-Zn-Ag in B- and C-horizon soil",,,"Induced polarization",,,5,"Bimodal-felsic in epicontinental arc",yes,,yes,no,"stratigraphic contact"
1143,"Currawang East",,,AUNS,Australia,"New South Wales",-34,-59,-15,-34.9875,149,30,45,149.5125,Felsic,1973,,1,1.6,13.1,2.3,0,33,no,"Vertical pipe-like body, 180 m below surface. S and Pb isotopes suggest epigenetic origin.",Silurian,430,,0.3,0.24,,,,"Cu-Pb-Zn in B-horizon soil, enriched Rb, Ba, S. As. Mn, Zn, Cu, Y, depleted Na, Ca, Ce Mg, K, La",,,"Conductive within polarizable, but resistive hydrothermally altered basalts, surrounded by very resistive and unpolarizable less altered basalts.",,,180,"Bimodal-felsic in epicontinental arc",yes,"chlorite-talc schist",no,no,"brecciated basalt"
1144,"Golden Grove (Gossan Hill)","Gossan Hill",,AUWA,Australia,"Western Australia",-28,-46,-45,-28.7791666666667,116,57,54,116.965,Felsic,1971,1998,17.3,3.2,2,0.22,0.48,29,yes,"Massive, several lenses, interfingering, veins in structures, hanging wall disseminations, local stockwork beneath massive ore; upper Zn-rich zone, lower Cu-rich zone. Abundant magnetite. 1600 m long mineralized horizon, main lens 600 m long, 30 m thick. Gossan outcrop. Calc-alkaline volcanics in continental margin. Age based on zircon from felsic volcaniclastic unit at Gossan Hill.",Archean,2938,,1.6,0.15,,30,3,"Bi-Sn-Mo-In-Sb-As-Cu-Au. Footwall alteration enriched Fe, Mg, CO2, depleted Na, Ca, redistributed Si, K.",2,1.5,"Large aeromagnetic (>5,000nT)",1.2,0.6,0,"Siliciclastic-felsic in mature epicontinental arc",yes,"lower greenschist",no,yes,"stratigraphic, breccia, fractures"
1145,Handcuff,,,AUQL,Australia,Queensland,-20,-21,-21,-20.3558333333333,146,12,52,146.214444444444,Felsic,1981,,1,0.6,10,0.4,0.2,8,no,"Massive sulfide lens.",Cambrian-Ordovician,500,,,,,,,,,,,,,123,"Siliciclastic-felsic in mature epicontinental arc",yes,"lower greenschist",no,no,stratigraphic
1146,Hellyer,,,AUTS,Australia,Tasmania,-41,-34,-44,-41.5788888888889,145,43,30,145.725,Felsic,1983,1989,16.9,0.4,13.8,7.2,2.5,167,yes,"Mound-shape, massive sulfide, 800 m N-NE, 200 m E-SE, 80 m thickness, pyrite stockwork and base metal stringers. Banded, recrystallized, reworked (fragmental), silica-pyrite and barite cap. Footwall alteration 200 m wide, 550 m below ore horizon, hanging wall alteration of fuchsite-calcite extends 100 m above central part of orebody. Fault cuts deposit at acute angle and displaces the eastern block 130 m N. Extensional basin in an arc-continental collision zone.",Cambrian,502,,0.8,0.2,,1.5,0.35,"Na depleted in vertical central feeder zone; alteration index increases from 36 to 91, S increases from 2 to 8%, Ba increases from 700 to 2300 ppm, Sr decreases from 300 to 20 ppm. >500 ppm Pb in soil.",0.55,0.2,,,,110,"Siliciclastic-felsic in mature epicontinental arc",yes,"sub-greenschist (prehnite-pumpellyite)",no,no,stratigraphic
1147,Liontown,,,AUQL,Australia,Queensland,-20,-23,-46,-20.3961111111111,146,3,43,146.061944444444,Felsic,1951,,2,0.5,6.6,2.5,0.9,50,no,"Stratiform lenses of banded sulfides, tabular.",Cambrian-Ordovician,500,,,,,,,,,,"Induced Polarization",,,70,"Siliciclastic-felsic in mature epicontinental arc",yes,"lower greenschist",no,no,"stratigraphic contact"
1148,"Panorama (Kangaroo Caves)",,,AUWA,Australia,"Western Australia",-21,-12,-28,-21.2077777777778,119,14,15,119.2375,Felsic,,,1.7,0.6,9.8,0,0,0,no,"Massive sulfide 30 m thickness. Surface gossan.",Archean,3240,,2.0,1.7,,,,,,,,,,0,"Siliciclastic-felsic in mature epicontinental arc",yes,low,no,yes,stratigraphic
1149,"Panorama (Bernts)",,,AUWA,Australia,"Western Australia",-21,-13,-51,-21.2308333333333,119,16,12,119.27,Felsic,,,0.6,0.3,7.8,0,0,0,no,"Surface gossan.",Archean,3200,,,,,,,,,,,,,0,"Siliciclastic-felsic in mature epicontinental arc",yes,low,no,no,stratigraphic
1150,"Panorama (Sulphur Springs)",,,AUWA,Australia,"Western Australia",-21,-12,0,-21.2,119,14,0,119.233333333333,Felsic,1984,,5.3,2.2,6.2,0,0,0,yes,"Massive Zn cap below marker chert, massive Cu-rich middle, basal stringer, separated by 10 m of uneconomic zone. Surface gossan. Stringer of quartz, pyrite, chalcopyrite, minor sphalerite and carbonate veins. Pb-Pb galena age 3257+/-8 Ma.",Archean,3257,,0.25,0.08,,0.3,0.1,"Gossan enriched in Ag, Sn, Sb, Bi, As, Au, Mo, Tl, Th, U, and Se.",,,,,,0,"Siliciclastic-felsic in mature epicontinental arc",yes,low,no,yes,stratigraphic
1151,"Tulk East",,,CNNF,Canada,Newfoundland,48,32,24,48.54,-57,-7,-48,-57.13,Felsic,n.d,,,,,,,,no,"Resource 6.23 million t @ 0.24% Cu, 2.33% Zn, 0.3% Pb, 9 g/t Ag, not fully explored. 3 stratiform lenses of massive sulfides, no base metal zoning, disseminated pyrite, Zones A, B, and C.  280 m down-dip length.",Ordovician,470,,0.9,0.1,,,,,,,,,,,"Bimodal-felsic in epicontinental arc",yes,"middle greenschist",,,stratigraphic
1152,Strickland,,,CNNF,Canada,Newfoundland,47,48,36,47.81,-58,-17,-48,-58.2966666666667,Felsic,1936,,1.03,0,2.26,0.56,0,56,yes,"Conformable lens of massive sulfides, zoned pyrite base to galena-sphalerite-rich top. Stockwork and disseminations at same horizon as Main zone. Age 449+/-20. Island arc or ensialic back arc.",Ordovician,449,,1.6,0.2,,,,,,,,,,,"Bimodal-felsic in epicontinental arc",yes,"upper greenschist to amphibolite",no,no,stratigraphic
1153,"Stone Hill",,"Woods Copper, Smiths Copper",USAL,"United States",Alabama,33,29,37,33.4936111111111,-85,-33,-6,-85.5516666666667,Mafic,1874,1874,1.3,0.64,1,0,0,0,no,"Lenses, massive, 1-8 m thick, dissemination 6 m thick, surface gossans. Two samples carried 103 g/t Ag and 0.51 g/t Au. Composite samples carried 18.3% S, 0.13% Pb, 0.8% Zn. Three samples of gossan contained 0.6-2.0% Cu, 0.09-0.11% Zn, 0.08-0.18% Pb, 0.004% Co and 0.004-0.015% As.","Late Precambrian",900,,0.3,0.018,,,,,,,,,,0,"Pelite-mafic in mature oceanic backarc",yes,"amphibolite (garnet isograd)",no,,stratigraphic
1154,Tallapoosa,Waldrop,,USGA,"United States",Georgia,33,51,30,33.8583333333333,-85,-4,-50,-85.0805555555555,Felsic,1857,1873,0.09,1.9,2.9,0,15,48,no,"Elongated tabular lens, 1-7 m thick, avg. 1.5 m, Main ore zone 100 m long, 210 m down-dip, 1.5 m thick. pyrite-sericite alteration up to 8 m from deposit, epidote up to 80 m from deposit. Composite samples contained 33% S, 2.2% Cu, 3.5 g/t Au, and 93 g/t Ag.","Precambrian-Late Cambrian",550,,0.1,0.002,,,,,,,,,,0,"Bimodal-felsic in epicontinental arc",yes,amphibolite(?),no,,stratigraphic
1155,"Little Bob",,,USGA,"United States",Georgia,33,53,15,33.8875,-84,-47,-31,-84.7919444444444,Bimodal-Mafic,,1860,0.14,1,1.5,0,0,0,no,"Lenses, en echelon, 1.5-9 m thick. Alteration up to 7 km from deposit.","Precambrian-Late Cambrian",550,,,,,,,,,,,,,0,"Bimodal-mafic in epicontinental arc",yes,"amphibolite (garnet isograd)",,,stratigraphic
1156,"Gossan Howard-Huey-Bumbarger",,,USVA,"United States",Virginia,36,42,31,36.7086111111111,-80,-55,-54,-80.9316666666667,Bimodal-Mafic,1789,1962,10,0.5,2,0.1,0,0,no,"Discontinuous lenses of massive sulfides. Gossan Howard 90 m long, >60 m wide, 12-20 m thick; Huey 115 m long, 60 m wide, 3-9 m thick; Bumbarger 150 m long, 70 m wide, 30 m thick. Oceanic rift.","Late Proterozoic",700,,,,,,,,,,,,,0,"Bimodal-mafic in epicontinental arc",yes,"amphibolite (garnet and staurolite zones)",yes,no,stratigraphic
1157,"El Largo-San Rafael",,"Estrelia de Oro, El Profundo",MXCO,Mexico,Guerrero,18,11,37,18.1936111111111,-100,-7,-58,-100.132777777778,Felsic,n.d,,,,,,,,no,"Massive sulfides, 3-5 m thick veins, replacements, 65 m thick Zn-rich zone at base, 250 m long, 25 m thick. Calc-alkaline island arc setting. Inferred reserves 3.8 million t @ 0.66% Cu, 2.45% Zn, 0.46% Pb, 1.19 g/t Au, 67 g/t Ag, partially defined.","Lower Cretaceous",145,,,,,,,,,,,,,,"Siliciclastic-felsic in mature epicontinental arc",yes,greenschist,,yes,stratigraphic
1158,"Rey de Plata",,"Tehuixtla, Mantoi, Escorpion, Virgo, Libra, Manto Zn-Cu, Antares",MXCO,Mexico,Guerrero,18,19,30,18.325,-99,-53,-45,-99.8958333333333,Bimodal-Mafic,1900s,1946,3,0.5,8.7,2.1,1.4,240,yes,"Several sulfide lenses and bodies. Zoned with Cu upwards, Zn-Pb downwards, capped by jasper. Tehuixtla is largest body, 250 m below surface, 2-18 m thick, dips 25?SW, lenticular, with stockwork feeder zone beneath it. Barite lenses common. Quartz-sericite-pyrite halo up to 150 m over the ore layer. Calc-alkaline island arc setting.","Lower Cretaceous",120,,0.95,0.2,,,,"Enriched in LREE, depleted in HREE",,,,,,0,"Bimodal-mafic in epicontinental arc",yes,greenschist,,yes,stratigraphic
1159,Suriana,,,MXCO,Mexico,Guerrero,18,13,0,18.2166666666667,-100,-7,0,-100.116666666667,Bimodal-Mafic,n.d,1903,0.6,0.4,0,4.5,7.7,603,yes,"Massive sulfide lenses, stringers, disseminations, 1200 m long, 2-80 m thick, strike NW, dips 40-75?SW. Network of quartz-sericite-pyrite in felsic rocks associated with upper portion of massive sulfide bodies. 2 fault systems, N70?E and N10?E, displace orebodies. Calc-alkaline island arc setting.","Lower Cretaceous",120,,1.2,0.08,,,,,,,,,,,"Bimodal-mafic in epicontinental arc",yes,,,,stratigraphic
1160,"Bayan Airag","Golden Hills","North Zone, Central Zone, South Zone",MNGL,Mongolia,,47,49,15,47.8208333333333,94,58,47,94.9797222222222,Felsic,2002,,,,,,,,yes,"Massive, semi-massive, veins, three zones, North, Central, South zones. South Zone is 300 m south of North Zone. Up to 60 m wide. North Zone traced for over 1 km strike length, 10-63 m thick, from 70 m to 350 m below surface, 400 m down-dip, dips 55?N. Remobilized Au-Te-quartz veins occur around the margins of the North Zone. Associated supergene and buried gossan oxide zones. Feeder zone beneath massive sulfide body. Resources 19.7 million t @ 1.51% Cu, 0.36 g/t Au, 4.9 g/t Ag, open at depth and laterally.",Proterozoic,1500,,1.0,0.3,,,,,,,,,,70,"Siliciclastic-felsic in mature epicontinental arc",yes,,yes,yes,stratigraphic
1161,Tizapa,,,MXCO,Mexico,Mexico,19,4,30,19.075,-100,-24,0,-100.4,Bimodal-Mafic,n.d,1994,4.5,0.7,7.9,1.8,1.9,325,yes,"Massive pyrite-rich lenses, 5 main orebodies, 10-50 m apart, 3-14 m thick, in imbricated stacks due to faulting and folding. Widespread disseminations, bands, stringers pyrite-chalcopyrite in footwall (feeder zone). N-dipping fault cuts ore deposit. Calc-alkaline island arc setting.","Lower Cretaceous",120,,0.7,0.5,,,,"enriched MgO, K2O, Fe2O3, depleted Na2O, CaO in alteration zone",,,,,,20,"Bimodal-mafic in epicontinental arc",yes,"lower to middle greenschist",no,yes,stratigraphic
1162,"La Esmeralda",Esmeralda,,MXCO,Mexico,Mexico,19,3,12,19.0533333333333,-100,-24,0,-100.4,Bimodal-Mafic,1980s,,0.42,0,2.2,1.2,0,215,no,"Several discontinuous sulfide bodies up to 5 m thick. Island arc or back arc setting.","Lower Cretaceous",120,,0.4,0.1,,,,,,,,,,5,"Bimodal-mafic in epicontinental arc",yes,greenschist,no,yes,stratigraphic
1163,"Jesus Maria-Patrocinio",,,MXCO,Mexico,Jalisco,20,23,20,20.3888888888889,-105,-3,-40,-105.061111111111,Bimodal-Mafic,n.d,,0.1,0.12,3.37,1.65,0.33,167,yes,"2 stratiform massive lenses. Jesus Maria 2-10 m thick, 65 m long, with veinlets and dissemination (feeder zone?) Patrocinio 250 m SE of Jesus Maria. Calc-alkaline island arc setting.","Late Jurassic-Lower Cretaceous",145,,0.4,0.2,,,,,,,,,,,"Bimodal-mafic in epicontinental arc",yes,greenschist,,yes,stratigraphic
1164,"La America Mine",,"La America, El Japones",MXCO,Mexico,Jalisco,20,18,7,20.3019444444444,-104,-47,-10,-104.786111111111,Felsic,,,0.14,0.2,7.5,1.25,1,310,yes,"Massive, breccia, stockwork, two lenses stacked. Calc-alkaline island arc.",Triassic,240,,0.075,0.015,,,,,,,,,,,"Siliciclastic-felsic in mature epicontinental arc",yes,"lower greenschist",yes,yes,stratigraphic
1165,"La Minita",,"Vulcano, Tabaquito, Sapo Negro, Ojo de Agua",MXCO,Mexico,Michoacan,18,35,28,18.5911111111111,-103,-4,-53,-103.081388888889,Bimodal-Mafic,1976,1981,6,0,3,0.3,0,60,yes,"domal shape, 70 m thick, several smaller lenses at same stratigraphic level, associated barite and magnetite lenses laterally. Lens 600 m long, 6-70 m thick. Remobilized in upper part by limestone replacement. 3 types of ore: massive barite with sulfides, stringers of barite and sulfides, massive magnetite with sulfides. Zoned upper disseminated barite-jasper-Pb-Zn sulfides, intermediate barite-Ag-sulfosalts-Pb-Zn sulfides, lower barite-Pb-Zn-Cu sulfides-sulfosalts. Stockwork feeder zone beneath Vulcano orebody. Ore depleted.","Lower Cretaceous",120,,,,,,,,,,,,,0,"Bimodal-mafic in epicontinental arc",yes,greenschist,no,yes,"stratigraphic contact"
1166,"Tambo Grande",,"TG-1, TG-3, Oxide Cap",PERU,Peru,,-4,-56,-3,-4.93416666666667,-80,-20,-17,-80.3380555555556,Bimodal-Mafic,1976,,174.2,1.07,1.15,0,0.7,23,yes,"TG-1, Oxide Cap, massive sulfides 950 m long, 350 m wide, 200 m thick. TG-3 500 m wide, 300 m thick, multiple stacks of lenses flanking a dacite dome, 500 m south of TG-1. TG-1 has a stringer zone of quartz-pyrite-chlorite-chalcopyrite-calcite-barite. Tholeiitic-subalkaline volcanics. Back arc rifted continental margin basin.","Mid Cretaceous",100,,1.5,0.5,,,,,,,,,,,"Bimodal-mafic in epicontinental arc",yes,,no,yes,stratigraphic
1167,"Maria Teresa",,,PERU,Peru,,-11,-21,-45,-11.3625,-77,-8,-25,-77.1402777777778,Bimodal-Mafic,,1973,1,0.3,4,1.3,0,100,yes,"Deep massive sulfide zone, disseminations, veinlets, lenses with barite zones up to 12 m thick. Back arc rifted and continental margin basin.","Lower or mid-Cretaceous",100,,,,,,,,,,,,,,"Bimodal-mafic in epicontinental arc",,,yes,,stratigraphic
1168,Perubar,,"Leonila, Graciela, Juanita, Santa Cecilia, Elenita",PERU,Peru,,-12,-10,0,-12.1666666666667,-76,-29,0,-76.4833333333333,Bimodal-Mafic,,1980,2.5,0,12,0.7,0,30,yes,"Canete Basin, Casma Group, Eastern Facies. underlying stockwork zone, silicified, veinlets, disseminations, barite increases upwards. Rifted continental margin basin.","Lower Cretaceous",80,,1.2,0.4,,,,"depleted Na, enriched Ba, K",,,,,,,"Bimodal-mafic in epicontinental arc",yes,amphibolite,no,yes,"stratigraphic, breccia pipe"
1169,"Cerro Lindo",,,PERU,Peru,Chicha,-13,-4,-29,-13.0747222222222,-75,-59,-20,-75.9888888888889,Felsic,1970s,,,,,,,,yes,"Massive sulfides, baritic lens, irregular sulfide veins, Lens 4 stockwork of veins and disseminations, Lens 2 veinlets and disseminations to massive banding with overlying barite zone. Vertical zone: basal pyrite-chalcopyrite, upwards to sphalerite-galena to barite.  Belt 1 150 m wide, NW-SE strike, Belt 2 550 m strike NW-SE, 30-200 m wide, Belt 3 350 m N-S strike, 200 m wide. Gossan at surface. Rifted continental margin basin. Resource 75 million t @ 0.89% Cu, 3.28% Zn, 0.36% Pb, 50.7 g/t Ag, open laterally and vertically.",Cretaceous,100,,5,0.25,,,,,8,5,"IP indicates 5 anomalies at depth",,,0,"Bimodal-felsic in epicontinental arc",yes,,no,yes,contact
1170,"Aroa District",,,VNZL,Venezuela,Yaracuy,10,30,0,10.5,-68,-56,0,-68.9333333333333,Mafic,1609,1609,1.5,8.4,0,0,0,0,no,"Numerous pods, veins and lenses",Devonian-Pennsylvanian,330,,,,,,,,,,,,,,"Mafic in primitive oceanic backarc",,,,,stratigraphic
1171,Eureca,Eureka,,CUBA,Cuba,Oriente,20,7,1,20.1169444444444,-76,-42,0,-76.7,Bimodal-Mafic,n.d,n.d,0.06,8,0,0,0,0,no,"Massive and semi-massive lens, vein incrustations.",Eocene,50,,,,,,,,,,,,,,"Bimodal-mafic in oceanic arc",,,,,stratigraphic
1172,"Loma Pesada",,,DMRP,"Dominican Republic",,18,58,10,18.9694444444444,-70,-20,-15,-70.3375,Bimodal-Mafic,n.d,,,,,,,,no,"Minimum tonnage 1.105M t @ 2.13% Cu, 0.77% Zn, 0.16 g/t Au, 4.37 g/t Ag, open to SE. Massive sulfide, wedge shaped layer 4-15 m thick, dips 45?SW, 200 m strike length, open to the SE. Boninitic arc tholeiite affinity. Fore arc of primitive island arc.","Early Cretaceous",120,,,,,,,"Flat REE, enriched LILE, depleted Nb, REE, HFSE",,,,,,,"Bimodal-mafic in oceanic arc",,greenschist,no,yes,stratigraphic
1173,Antonio,,,CUBA,Cuba,,22,6,12,22.1033333333333,-79,-49,-48,-79.83,Bimodal-Mafic,n.d,n.d,1.67,0.56,0,0,0,0,,"Oxide zone mined out. 450 m strike length, 340 m down-dip, 62 m thick.","Early Cretaceous",120,,,,,,,,,,,,,,"Bimodal-mafic in oceanic arc",,,no,yes,"stratigraphic in contact between flow and tuff"
